word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
tidak nyaman,1,0,1,0,0,1,0,1,0,0
menggabungkan,0,0,0,0,0,0,0,0,0,0
penggabungan,0,0,0,0,0,0,0,0,0,0
salah,0,0,0,0,0,1,0,0,0,0
meningkat,0,0,0,0,0,0,1,0,0,0
ditingkatkan,0,0,0,0,0,0,0,0,0,0
tidak percaya,1,0,1,0,0,1,0,0,0,0
kenaikan,0,0,0,0,0,0,0,0,0,0
tuduhan,0,0,0,1,0,1,0,1,0,0
inkubasi,0,0,0,0,0,0,0,0,0,0
syaitan,0,0,1,1,0,1,0,0,0,0
mendatangkan,0,0,0,0,0,1,0,0,0,0
tak tersembuhkan,1,0,1,1,0,1,0,1,0,0
serangan,0,0,0,1,0,1,0,0,0,0
berhutang,0,0,0,0,0,0,0,0,0,0
ketidaksenonohan,1,0,1,0,0,0,0,0,0,0
tidak senonoh,0,0,1,0,0,1,0,0,0,0
keraguan,0,0,0,0,0,1,0,0,0,0
ragu,0,0,0,0,0,1,0,0,0,0
tidak dapat dipertahankan,0,0,0,1,0,1,0,0,0,0
tak terhapuskan,0,0,0,0,0,0,1,0,0,1
ganti rugi,0,0,0,0,0,0,0,0,0,0
mengganti rugi,0,0,0,0,0,1,0,0,0,0
ganti rugi,0,0,0,0,0,0,1,0,0,1
lekukan,0,0,0,0,0,0,0,0,0,1
lekukan,0,0,0,0,0,0,0,0,0,0
perjanjian,1,0,0,0,0,1,0,0,0,0
kemerdekaan,0,1,0,0,1,0,1,0,1,1
mandiri,0,0,0,0,0,0,0,0,0,0
tak terlukiskan,0,0,0,0,0,0,0,0,0,0
tidak bisa dihancurkan,0,0,0,0,0,0,1,0,0,1
tak tentu,0,0,0,0,0,1,0,0,0,0
indeks,0,0,0,0,0,0,0,0,0,0
menunjukkan,0,0,0,0,0,0,0,0,0,0
indikasi,0,0,0,0,0,0,0,0,0,0
indikatif,0,0,0,0,0,0,0,0,0,0
indikator,0,0,0,0,0,0,0,0,0,0
indeks,0,0,0,0,0,0,0,0,0,0
mendakwa,1,0,0,1,0,1,0,0,0,0
dakwaan,0,0,0,1,0,1,0,0,0,0
pengabaian,1,0,1,1,0,1,0,1,0,0
asli,0,0,0,0,0,0,0,0,0,0
miskin,0,0,0,0,0,1,0,1,0,0
gangguan pencernaan,0,0,0,0,0,0,0,0,0,0
marah,1,0,0,0,0,1,0,0,0,0
kemarahan,1,0,1,0,0,1,0,0,0,0
nila,0,0,0,0,0,0,0,0,0,0
tidak langsung,0,0,0,0,0,0,0,0,0,0
sangat diperlukan,0,0,0,0,0,0,0,0,0,0
kabur,0,0,0,0,0,1,0,0,0,0
tidak bisa dibedakan,0,0,0,0,0,0,0,0,0,0
individualitas,0,0,0,0,0,0,1,0,0,0
tak terpisahkan,0,0,0,0,0,0,0,0,0,1
indoktrinasi,1,0,0,1,0,1,0,0,0,0
malas,0,0,0,0,0,1,0,0,0,0
gigih,0,0,0,1,0,0,1,0,0,0
dalam,0,0,0,0,0,0,0,0,0,0
menyebabkan,0,0,0,0,0,0,0,0,0,0
diinduksi,0,0,0,0,0,0,0,0,0,0
bujukan,0,0,0,0,0,0,0,0,0,0
induksi,0,0,0,0,0,0,0,0,0,0
memanjakan,0,0,0,0,0,0,0,0,0,0
kesenangan,0,0,0,0,0,0,0,0,0,0
sabar,0,0,0,0,0,0,0,0,0,0
rajin,0,0,0,0,0,0,0,0,0,0
industri,0,0,0,0,0,0,0,0,0,0
tak terlukiskan,0,0,0,0,0,0,1,0,0,0
tidak efektif,0,0,0,0,0,1,0,0,0,0
tidak efektif,0,0,1,0,0,1,0,0,0,0
ketidakefisienan,0,0,1,0,0,1,0,1,0,0
tidak efisien,0,0,0,0,0,1,0,1,0,0
tidak elastis,0,0,0,0,0,0,0,0,0,0
tidak memenuhi syarat,0,0,0,0,0,0,0,0,0,0
tidak kompeten,1,0,1,0,0,1,0,0,0,0
tindakan yg bodoh,0,0,1,1,0,1,0,1,0,0
ketidaksamaan,1,0,0,1,0,1,0,1,0,0
tidak adil,0,0,0,0,0,1,0,0,0,0
lembam,0,0,0,0,0,1,0,0,0,0
kelembaman,0,0,0,0,0,0,0,0,0,0
tidak bisa dihindari,0,0,0,0,0,0,0,0,0,0
tdk tepat,0,0,0,0,0,0,0,0,0,0
tidak bisa dimaafkan,1,0,1,0,0,1,0,1,0,0
tak habis-habisnya,0,0,0,0,0,0,0,0,0,0
murah,0,0,0,0,0,0,1,0,0,0
kurang pengalaman,0,0,0,0,0,1,0,0,0,0
tidak berpengalaman,0,0,0,0,0,1,0,0,0,0
tidak bisa dijelaskan,0,0,0,0,0,1,0,0,1,0
infalibilitas,0,0,0,0,0,0,0,0,0,1
sempurna,0,0,0,0,0,0,1,0,0,0
terkenal jahat,1,0,1,1,0,1,0,0,0,0
keburukan,0,0,0,0,0,1,0,1,0,0
masa bayi,0,0,0,0,0,0,0,0,0,0
bayi,0,1,0,1,1,0,1,0,1,0
pembunuhan anak,1,1,1,1,0,1,0,1,0,0
kekanak-kanakan,1,0,1,0,0,1,0,0,0,0
infanteri,0,0,0,0,0,0,0,0,0,0
infark,0,0,0,1,0,1,0,0,1,0
keberahian,0,0,0,0,0,0,0,0,0,0
tidak mungkin,0,0,0,0,0,0,0,0,0,0
menulari,0,0,1,0,0,1,0,0,0,0
infeksi,0,0,0,1,0,1,0,0,0,0
menular,0,0,1,1,0,1,0,1,0,0
menyimpulkan,0,0,0,0,0,0,0,0,0,0
kesimpulan,0,0,0,0,0,0,0,0,0,0
inferensial,0,0,0,0,0,0,0,0,0,0
lebih rendah,0,0,0,0,0,1,0,1,0,0
rendah diri,0,0,0,0,0,1,0,0,0,0
neraka,1,0,0,1,0,1,0,0,0,0
infertil,0,0,0,0,0,0,0,0,0,0
kemandulan,0,0,0,0,0,1,0,1,0,0
kutu,0,0,1,1,0,1,0,0,0,0
kafir,1,0,1,1,0,1,0,0,0,0
ketidaksetiaan,1,0,1,1,0,1,0,1,0,0
infiltrasi,0,0,0,0,0,1,1,0,0,0
tak terbatas,0,0,0,0,0,0,1,0,0,0
tak terhingga,0,0,0,0,0,0,0,0,0,0
kecil sekali,0,0,0,0,0,0,0,0,0,0
ketakterbatasan,0,1,0,0,1,0,1,0,0,1
lemah,0,0,0,0,0,1,0,0,0,0
rumah sakit,0,0,0,0,0,0,0,0,0,0
kelemahan,0,0,0,1,0,1,0,0,0,0
peradangan,0,0,0,0,0,1,0,0,0,0
meningkat,0,0,0,0,0,1,0,0,0,0
inflasi,0,0,0,1,0,1,0,0,0,0
infleksi,0,0,0,0,0,0,0,0,0,0
menimbulkan,1,0,0,1,0,1,0,1,0,0
penderitaan,0,0,0,1,0,1,0,1,0,0
hal berkembang,0,0,0,0,0,0,0,0,0,0
pengaruh,0,0,0,0,0,1,1,0,0,0
berpengaruh,0,0,0,0,0,0,1,0,0,1
influensa,0,0,0,0,0,1,0,0,0,0
arus,0,0,0,0,0,0,0,0,0,0
memberitahukan,0,0,0,0,0,0,0,0,0,1
tidak resmi,0,0,0,0,0,0,0,0,0,0
informan,0,0,0,0,0,0,0,0,0,0
informasi,0,0,0,0,0,0,1,0,0,0
diberitahukan,0,0,0,0,0,0,0,0,0,0
pelapor,0,0,0,0,0,1,0,0,0,0
pelanggaran,1,0,0,0,0,1,0,0,0,0
jarang,0,0,0,0,0,0,0,0,1,0
jarang,0,0,0,0,0,1,0,0,0,0
pelanggaran,0,0,0,0,0,1,0,0,0,0
menanamkan,0,0,0,0,0,0,0,0,0,0
diresapi,0,0,0,0,0,0,0,0,0,0
infusi,0,0,0,0,0,0,0,0,0,0
berbakat,0,0,0,0,0,0,1,0,0,0
kecerdikan,0,0,0,0,0,0,0,0,0,0
menelan,0,0,0,0,0,0,0,0,0,0
proses menelan,0,0,0,0,0,0,0,0,0,0
batangan,0,0,0,0,0,0,0,0,0,0
mendarah daging,0,0,0,0,0,0,0,0,0,0
bahan,0,0,0,0,0,0,0,0,0,0
masuknya,0,0,0,0,0,0,0,0,0,0
menghuni,0,0,0,0,0,0,0,0,0,0
penduduk,0,0,0,0,0,0,0,0,0,0
berpenghuni,0,0,0,0,0,0,0,0,0,0
menghuni,0,0,0,0,0,0,0,0,0,0
inhalasi,0,0,0,0,0,0,0,0,0,0
menghirup,0,0,0,0,0,0,0,0,0,0
sifat yang permanen,0,0,0,0,0,0,0,0,0,0
mewarisi,0,0,0,0,0,0,0,0,0,0
warisan,0,1,0,0,1,0,1,0,1,1
menghalangi,1,0,1,0,0,1,0,1,0,0
inhibisi,0,0,0,0,0,0,0,0,0,0
tidak ramah,0,0,0,0,0,1,0,1,0,0
tidak manusiawi,1,0,1,1,0,1,0,1,0,0
kebiadaban,0,0,0,0,0,1,0,1,0,0
bermusuhan,1,0,0,0,0,1,0,1,0,0
yg tak ada bandingannya,0,0,0,0,0,0,1,0,0,1
kesalahan,0,0,1,0,0,1,0,0,0,0
awal,0,0,0,0,0,0,0,0,0,0
memulai,0,0,0,0,0,0,0,0,0,0
dimulai,0,0,0,0,0,0,0,0,0,0
prakarsa,0,0,0,0,0,0,0,0,0,0
menyuntikkan,0,0,0,0,0,0,0,0,0,0
injeksi,0,0,0,1,0,0,0,0,0,0
perintah,0,0,0,0,0,1,0,0,0,0
melukai,1,0,0,1,0,1,0,1,0,0
terluka,0,0,0,1,0,1,0,1,0,0
berbahaya,1,0,0,1,0,1,0,1,0,0
cedera,1,0,0,1,0,1,0,1,0,0
ketidakadilan,1,0,0,0,0,1,0,0,0,0
tinta,0,0,0,0,0,0,0,0,0,0
firasat,0,0,0,0,0,0,0,0,0,0
pedalaman,0,0,0,0,0,0,0,0,0,0
tatahan,0,0,0,0,0,0,0,0,0,0
masuk,0,0,0,0,0,0,0,0,0,0
tahanan,0,0,1,1,0,1,0,0,0,0
penginapan,0,0,0,0,0,0,0,0,0,0
bawaan,0,0,0,0,0,0,0,0,0,0
paling dalam,0,0,0,0,0,0,0,0,0,0
babak,0,0,0,0,0,0,0,0,0,0
pemilik penginapan,0,0,0,0,0,0,0,0,0,0
kepolosan,0,0,0,0,0,0,1,0,0,0
polos,0,0,0,0,0,0,1,0,0,1
polos,0,0,0,0,0,0,1,0,0,0
tidak berbahaya,0,0,0,0,0,0,1,0,0,0
berinovasi,0,0,0,0,0,0,1,0,0,0
inovasi,0,0,0,0,0,0,1,0,0,0
sindiran,0,0,0,0,0,0,0,0,0,0
banyak sekali,0,0,0,0,0,0,0,0,0,0
inokulasi,0,1,0,0,0,0,0,0,0,1
yg tdk berlaku,1,0,0,0,0,1,0,0,0,0
banyak sekali,0,0,0,0,0,0,0,0,0,0
anorganik,0,0,0,0,0,0,0,0,0,0
pemeriksaan resmi,0,0,0,0,0,0,0,0,0,0
menanyakan,0,0,0,0,0,0,0,0,0,0
penanya,0,0,0,0,0,0,1,0,0,0
bertanya,0,0,0,0,0,0,0,0,0,0
pertanyaan,0,1,0,0,0,0,1,0,0,0
ingin tahu,0,0,0,0,0,0,1,0,0,0
gila,1,0,0,1,0,1,0,0,0,0
penyakit jiwa,1,0,1,1,0,1,0,1,0,0
prasasti,0,0,0,0,0,0,0,0,0,0
gaib,0,0,0,0,0,0,0,0,0,0
serangga,0,0,0,0,0,0,0,0,0,0
merasa tidak aman,1,0,0,1,0,1,0,1,0,0
ketidakamanan,0,0,0,1,0,1,0,0,0,0
tak terpisahkan,0,0,0,0,1,0,1,0,0,1
memasukkan,0,0,0,0,0,0,0,0,0,0
dimasukkan,0,0,0,0,0,0,0,0,0,0
insersi,0,0,0,0,0,0,0,0,0,0
dalam,0,0,0,0,0,0,0,0,0,0
berbahaya,1,0,1,1,0,1,0,0,0,0
wawasan,0,0,0,0,0,0,0,0,0,0
lencana,0,0,0,0,0,0,1,0,0,0
tidak penting,0,0,0,0,0,1,0,0,0,0
tidak penting,1,0,0,0,0,1,0,1,0,0
hambar,0,0,0,0,0,1,0,0,0,0
bersikeras,0,0,0,0,0,0,0,0,0,0
kurang ajar,0,0,0,0,0,1,0,0,0,0
tidak larut,0,0,0,0,0,0,0,0,0,0
keadaan bangkrut,0,0,0,1,0,1,0,1,1,0
bangkrut,0,0,0,1,0,1,0,1,0,1
memeriksa,0,0,0,0,0,0,0,0,0,0
inspektur,0,0,0,0,0,0,1,0,0,0
inspirasi,0,1,0,0,1,0,1,0,0,0
mengilhami,0,1,0,0,1,0,1,0,0,1
terinspirasi,0,0,0,0,1,0,1,0,1,1
ketidakstabilan,0,0,1,1,0,1,0,0,0,0
Install,0,1,0,0,0,0,0,0,0,0
instalasi,0,0,0,0,0,0,0,0,0,0
cicilan,0,0,0,0,0,0,0,0,0,0
contoh,0,0,0,0,0,0,0,0,0,0
instan,0,0,0,0,0,0,0,0,0,0
seketika,0,0,0,0,0,0,0,0,0,0
seketika,0,0,0,0,0,0,0,0,0,0
menghasut,0,0,0,0,0,1,0,0,0,0
dorongan,0,0,0,0,0,1,0,0,0,0
menanamkan,0,0,0,0,0,0,0,0,0,0
naluri,0,0,0,0,0,0,0,0,0,0
naluriah,1,0,1,1,0,0,1,0,0,0
lembaga,0,0,0,0,0,0,0,0,0,1
lembaga,0,0,0,0,0,0,0,0,0,0
menginstruksikan,0,0,0,0,0,0,1,0,0,1
diinstruksikan,0,0,0,0,0,0,0,0,0,0
petunjuk,0,0,0,0,0,0,1,0,0,1
instruksional,0,0,0,0,0,0,0,0,0,0
instruksi,0,1,0,0,0,0,0,0,0,1
edukatif,0,0,0,0,0,0,0,0,0,0
pengajar,0,1,0,0,0,0,1,0,0,1
instrumen,0,0,0,0,0,0,0,0,0,0
instrumental,0,0,0,0,0,0,1,0,0,0
pemain musik,0,0,0,0,0,0,0,0,0,0
perantaraan,0,0,0,0,0,0,0,0,0,0
ketidakcukupan,1,0,0,0,0,1,0,0,0,0
tidak memadai,0,0,0,0,0,1,0,0,0,0
tidak cukup,0,0,0,0,0,1,0,0,0,0
picik,0,0,0,0,0,0,0,0,0,0
menyekat,0,0,0,0,0,0,0,0,0,0
isolasi,0,0,0,0,0,0,0,0,0,1
menyinggung,1,0,1,0,0,1,0,1,1,0
menghina,1,0,1,1,0,1,0,1,0,0
Pertanggungan,0,0,0,0,0,0,0,0,0,0
memastikan,0,0,0,0,0,0,1,0,0,1
pemberontak,0,0,0,0,0,1,0,0,0,0
tidak dapat diatasi,0,0,0,1,0,1,0,1,0,0
pemberontakan,1,0,0,0,0,1,0,0,0,0
utuh,0,0,0,0,0,0,1,0,0,1
tidak berwujud,0,0,0,0,0,0,0,0,0,0
bilangan bulat,0,0,0,0,0,0,0,0,0,0
integral,0,0,0,0,0,0,0,0,0,0
mengintegrasikan,0,0,0,0,0,0,0,0,0,0
integrasi,0,0,0,0,0,0,0,0,0,0
integritas,0,0,0,0,0,0,1,0,0,1
intelek,0,0,0,0,0,0,1,0,0,0
intelektual,0,0,0,0,0,0,1,0,0,0
intelijen,0,0,0,1,1,0,1,0,0,1
cerdas,0,0,0,0,0,0,1,0,0,1
kejelasan,0,0,0,0,0,0,0,0,0,0
jelas,0,0,0,0,0,0,0,0,0,0
bermaksud,0,0,0,0,0,0,0,0,0,1
disengaja,0,1,0,0,0,0,1,0,0,0
berniat,0,0,0,0,0,0,0,0,0,0
intens,1,0,1,1,1,1,1,0,1,1
sangat,0,0,0,0,0,0,0,0,0,0
mengintensifkan,0,0,0,0,0,0,0,0,0,0
intensitas,0,0,0,0,0,0,0,0,0,0
maksud,0,0,0,0,0,0,0,0,0,0
maksud,0,0,0,0,0,0,0,0,0,0
disengaja,0,0,0,0,0,0,0,0,0,0
dengan sengaja,0,0,0,0,0,0,0,0,0,0
antar,0,0,0,0,0,1,0,1,0,0
interaksi,0,0,0,0,0,0,0,0,0,0
menengahi,0,0,0,1,0,0,0,1,0,0
mencegat,0,0,0,0,0,0,0,0,0,0
penangkapan,0,0,0,0,0,0,0,0,0,0
perantaraan,0,0,0,0,0,0,0,0,0,1
pertukaran,0,0,0,0,0,0,0,0,0,0
dapat dipertukarkan,0,0,0,0,0,0,0,0,0,0
dipertukarkan,0,0,0,0,0,0,0,0,0,0
interkom,0,0,0,0,0,0,0,0,0,0
hubungan,0,0,0,0,0,0,1,0,0,0
saling ketergantungan,0,0,0,0,0,0,0,0,0,0
saling bergantung,0,0,0,0,0,0,0,0,0,0
larangan,0,0,0,0,0,1,0,0,0,0
minat,0,0,0,0,0,0,1,0,0,0
tertarik,0,0,1,0,0,0,1,1,0,0
menarik,0,0,0,0,0,0,1,0,0,0
gangguan,0,0,0,0,0,1,0,0,0,0
interferometer,0,0,0,0,0,0,0,0,0,0
interim,0,1,0,0,0,0,0,0,0,0
pedalaman,0,0,1,0,0,0,1,0,0,1
sela,0,0,0,0,0,0,1,0,0,0
selingan,0,0,0,0,0,0,1,0,0,0
perantara,0,0,0,0,0,0,0,0,0,0
intermediat,0,0,0,0,0,0,0,0,0,0
pemakaman,0,0,0,0,0,1,0,1,0,0
tak berkesudahan,1,1,0,0,0,1,1,0,0,0
istirahat,0,1,0,0,0,0,0,0,0,0
berselang,0,0,0,0,0,0,0,0,0,0
magang,0,0,0,0,0,0,0,0,0,0
intern,0,0,0,0,0,0,0,0,0,0
secara internal,0,0,0,0,0,0,0,0,0,0
internasional,0,0,0,0,0,0,0,0,0,0
menambah,0,0,0,0,0,0,0,0,0,0
interpolasi,0,0,0,0,0,0,0,0,0,0
menafsirkan,0,0,0,0,0,0,0,0,0,0
penafsiran,0,0,0,0,0,0,0,0,0,0
penerjemah,0,0,0,0,0,0,0,0,0,0
saling berhubungan,0,0,0,0,0,0,0,0,0,0
menanyai,0,0,0,1,0,0,0,0,0,0
interogasi,0,0,0,1,0,0,0,0,0,0
mengganggu,1,0,0,0,0,1,0,0,1,0
terganggu,0,0,0,0,0,1,0,1,0,0
gangguan,0,0,0,0,0,0,0,0,0,0
memotong,0,0,0,0,0,0,0,0,0,0
persimpangan,0,0,0,0,0,0,0,0,0,0
pengantara,0,0,0,0,0,0,0,0,0,0
selang,0,0,0,0,0,0,0,0,0,0
campur tangan,0,0,0,0,0,0,0,0,0,0
intervensi,0,0,0,0,0,1,1,1,0,0
wawancara,0,0,0,0,0,0,0,0,0,0
pewawancara,0,0,0,1,0,0,0,0,0,0
bekerja sama,0,0,0,0,0,0,0,0,0,0
tanpa berwasiat,0,0,0,0,0,1,0,0,0,0
usus,0,0,1,0,0,0,0,0,0,0
usus,0,0,0,0,0,0,0,0,0,0
usus,0,0,0,0,0,0,0,0,0,0
keintiman,0,0,0,0,0,0,0,0,0,0
intim,0,1,0,0,1,0,1,0,0,1
secara intim,0,1,0,1,1,0,0,0,0,0
isyarat,0,0,0,0,0,0,0,0,0,0
mengancam,0,0,0,1,0,1,0,0,0,0
intimidasi,1,0,0,1,0,1,0,0,0,0
tak tertahankan,1,0,0,0,0,1,0,0,0,0
intoleransi,1,0,1,1,0,1,0,0,0,0
intoleran,1,0,1,1,0,1,0,1,0,0
intonasi,0,0,0,0,0,0,1,0,0,0
mabuk,0,0,1,0,0,1,0,0,0,0
kemabukan,0,0,0,0,0,0,0,0,0,0
keras kepala,1,0,0,0,0,1,0,0,0,0
intramural,0,0,0,0,0,0,0,0,0,0
pemberani,0,0,0,0,0,0,1,0,0,0
rumit,0,0,0,0,0,0,0,0,0,0
intrik,0,1,0,1,0,1,0,0,1,0
membuat penasaran,0,0,0,0,0,0,0,0,0,0
hakiki,0,0,0,0,0,0,0,0,0,0
secara intrinsik,0,0,0,0,0,0,0,0,0,0
pengantar,0,0,0,0,0,0,0,0,0,0
pengantar,0,0,0,0,0,0,0,0,0,0
introspeksi,0,0,0,0,0,0,0,0,0,0
mawas diri,0,0,0,0,0,0,0,0,0,0
pengacau,1,0,0,1,0,1,0,0,1,0
intrusi,0,0,0,1,0,1,0,0,0,0
mengganggu,1,0,1,1,0,1,0,0,1,0
intuisi,0,0,0,0,0,0,1,0,0,1
intuitif,0,0,0,0,0,0,1,0,0,0
secara intuitif,0,1,0,0,0,0,0,0,0,0
penggenangan,0,0,0,0,0,0,0,0,0,0
menyerbu,1,0,0,1,0,1,0,1,1,0
penyerbu,1,0,0,1,0,1,0,1,0,0
tidak sah,0,0,0,0,0,0,0,1,0,0
membatalkan,0,0,0,0,0,1,0,0,0,0
penghapusan,0,0,0,0,0,1,0,0,0,0
ketidakabsahan,0,0,0,0,0,1,0,0,0,0
tak ternilai,0,0,0,0,0,0,0,0,0,0
selalu,0,0,0,0,0,0,1,0,0,0
invasi,1,0,0,0,0,1,0,0,0,0
menciptakan,0,0,0,0,0,0,0,0,0,0
penemuan,0,0,0,0,0,0,0,0,0,0
inventif,0,0,0,0,0,0,1,0,0,0
penemu,0,0,0,0,0,0,1,0,0,0
inventaris,0,0,0,0,0,0,0,0,0,0
terbalik,0,0,0,0,0,0,0,0,0,0
terbalik,0,0,0,0,0,0,0,0,0,0
inversi,0,0,0,0,0,0,0,0,0,0
membalikkan,0,0,0,0,0,0,0,0,0,0
terbalik,0,0,0,0,0,0,0,0,0,0
menyelidiki,0,0,0,0,0,0,1,0,0,0
penyelidikan,0,1,0,0,0,0,0,0,0,0
peneliti,0,0,0,0,0,0,0,0,0,0
investor,0,0,0,0,0,0,0,0,0,0
memperkuat,0,0,0,0,0,0,1,0,0,0
tak terkalahkan,0,0,0,0,0,0,0,0,0,0
tembus pandang,0,0,0,0,0,0,0,0,0,0
tak terlihat,0,0,0,0,0,0,0,0,0,0
undangan,0,1,0,0,0,0,1,0,0,0
mengundang,0,1,0,0,1,0,1,0,1,1
mengundang,0,1,0,0,1,0,1,0,1,1
doa,0,1,0,0,0,0,0,0,0,1
faktur,0,0,0,0,0,0,0,0,0,0
memohon,0,1,0,0,0,0,0,0,0,0
tidak disengaja,0,0,0,0,0,1,0,0,0,0
kerumitan,1,0,0,0,0,1,0,0,0,0
keterlibatan,1,0,0,0,0,0,0,0,0,0
isi perut,0,0,0,0,0,0,0,0,0,0
sedikit pun,0,0,0,0,0,0,0,0,0,0
marah,1,0,0,0,0,1,0,0,0,0
kemarahan,1,0,0,0,0,1,0,0,0,0
warnawarni,0,0,0,0,0,0,0,0,0,0
iris,0,0,0,1,0,0,0,0,0,0
besi,0,0,0,0,0,0,1,0,0,1
ironis,0,0,0,0,0,0,0,0,0,0
besi,0,0,0,0,0,1,0,0,0,0
ironi,0,0,0,0,0,0,0,0,0,0
penyinaran,0,0,0,0,0,0,0,0,0,0
irasional,0,0,1,1,0,1,0,0,0,0
irasionalitas,0,0,0,0,0,1,0,0,0,0
tidak dapat didamaikan,1,0,0,1,0,1,0,1,0,0
tidak dapat direduksi,0,0,0,0,0,0,1,0,0,0
tak terbantahkan,0,0,0,0,0,0,1,0,0,1
tidak teratur,0,0,0,0,0,1,0,0,0,0
ketidakteraturan,0,0,0,0,0,1,0,0,0,0
tidak teratur,0,0,0,0,0,0,0,0,0,0
tidak relevan,0,0,0,0,0,1,0,0,0,0
tidak dapat diperbaiki,0,0,0,1,0,1,0,1,0,0
tak tertahankan,0,0,0,0,0,0,0,0,0,0
sangat menarik,0,0,0,0,0,0,0,0,0,0
terlepas dari,0,0,0,0,0,0,0,0,0,0
tidak bertanggung jawab,0,0,0,0,0,1,0,0,0,0
kurang sopan,0,0,0,0,0,1,0,0,0,0
ireversibel,0,0,0,0,0,0,0,0,0,0
tidak dapat dibatalkan,0,0,0,0,0,1,0,0,0,0
mengairi,0,0,0,0,0,0,0,0,0,0
irigasi,0,0,0,0,0,0,0,0,0,0
sifat lekas marah,1,0,0,0,0,1,0,0,0,0
rongseng,1,0,0,0,0,1,0,0,0,0
menjengkelkan,1,0,1,0,0,1,0,0,0,0
gangguan,1,0,1,0,0,1,0,1,0,0
pulau,0,0,0,0,0,0,0,0,0,0
pulau kecil,0,0,0,0,0,0,0,0,0,0
pulau kecil,0,0,0,0,0,0,0,0,0,0
memisahkan,0,0,0,0,0,0,0,1,0,0
terpencil,0,0,0,1,0,1,0,1,0,0
isolasi,0,0,0,0,0,1,0,1,0,0
isomorfisme,0,0,0,0,0,0,0,0,0,0
isotermal,0,0,0,0,0,0,0,0,0,0
masalah,0,0,0,0,0,0,0,0,0,0
gatal,0,0,0,0,0,0,0,0,0,0
gatal,0,0,0,0,0,0,0,0,0,0
barang,0,0,0,0,0,0,0,0,0,0
memperinci,0,0,0,0,0,0,0,0,0,0
item,0,0,0,0,0,0,0,0,0,0
pengulangan,0,0,0,0,0,0,0,0,0,0
pengulangan,0,0,0,0,0,0,0,0,0,0
berulang-ulang,0,0,0,0,0,0,0,0,0,0
berkeliling,0,0,0,0,0,0,0,0,0,0
rencana perjalanan,0,0,0,0,0,0,0,0,0,0
gading,0,0,0,0,0,0,0,0,0,0
tusukan,1,0,0,0,0,0,0,0,0,0
mengoceh,0,0,0,0,0,1,0,0,0,0
mendongkrak,0,0,0,0,0,0,0,0,0,0
keledai,0,0,0,0,0,0,0,0,0,0
jackpot,0,1,0,0,1,0,1,0,1,0
jack,0,0,0,0,0,0,0,0,0,0
giok,0,0,0,0,0,0,0,0,0,0
perasaan,0,0,0,0,0,0,0,0,0,0
bergerigi,0,0,0,0,0,0,0,0,0,0
jaguar,0,0,0,0,0,0,0,0,0,0
penjara,0,0,0,1,0,1,0,1,0,0
selai,0,0,0,0,0,0,1,0,0,0
macet,0,0,0,0,0,0,0,0,0,0
pesuruh,0,0,1,0,0,0,0,0,0,0
Jepang,0,0,0,0,0,0,0,0,0,0
stoples,0,0,0,0,0,0,0,0,0,0
jargon,0,0,0,0,0,1,0,0,0,0
menggelegar,0,0,0,1,0,1,0,1,0,0
jasper,0,0,0,0,0,0,0,0,0,0
penyakit kuning,0,0,0,1,0,1,0,0,0,0
bertamasya,0,0,0,0,0,0,0,0,0,0
lembing,0,0,0,0,0,0,0,0,0,0
rahang,0,0,0,0,0,0,0,0,0,0
mulut,0,0,0,1,0,0,0,0,0,0
jay,0,0,0,0,0,0,0,0,0,0
cemburu,1,0,1,0,0,1,0,0,0,0
kecemburuan,1,0,1,1,0,1,0,1,0,0
jeans,0,0,0,0,0,0,0,0,0,0
jip,0,0,0,0,0,0,0,0,0,0
jeli,0,0,0,0,0,0,0,0,0,0
jenny,0,0,0,0,0,0,0,0,0,0
membahayakan,1,0,0,1,0,1,0,0,0,0
bahaya,0,1,0,1,0,1,0,0,0,0
berengsek,1,0,0,0,0,0,0,0,1,0
baju kaos,0,0,0,0,0,0,0,0,0,0
bersenda gurau,0,0,0,0,1,0,1,0,1,0
pelawak,0,0,0,0,0,0,0,0,0,0
jet,0,0,0,0,0,0,0,0,0,0
dermaga,0,0,0,0,0,0,0,0,0,0
permata,0,0,0,0,0,0,0,0,0,0
jauhari,0,0,0,0,0,0,0,0,0,0
perhiasan,0,0,0,0,0,0,0,0,0,0
jib,0,0,0,0,0,0,0,0,0,0
sekejap,0,0,0,0,0,0,0,0,0,0
jimmy,0,0,0,0,0,0,0,0,0,0
gemerincing,0,0,0,0,0,0,0,0,0,0
pekerjaan,0,0,0,0,0,0,1,0,0,0
atlet,0,0,0,0,0,0,0,0,0,0
joki,0,0,0,0,0,0,0,0,0,0
joging,0,0,0,0,0,0,0,0,0,0
john,0,0,1,0,0,1,0,0,0,0
Ikuti,0,0,0,0,0,0,1,0,0,0
bergabung,0,0,0,0,0,0,1,0,0,0
bergabung,0,0,0,0,0,0,0,0,0,0
persendian,0,0,0,0,0,0,0,0,0,0
bersama,0,0,0,0,0,0,0,0,0,0
candaan,0,0,0,0,0,1,0,0,0,0
pelawak,0,0,0,0,1,0,1,0,1,0
bercanda,0,0,0,0,0,0,1,0,0,0
sentakan,0,0,0,0,0,0,0,0,1,0
jornada,0,0,0,0,0,1,0,0,0,0
mencatat,0,0,0,0,0,0,0,0,0,0
